year,month,dayofweek,is_weekend,season,city,region,latitude,longitude,elevation,tmin,tmax,tavg,prcp,wspd,humidity,pressure,dew_point,cloud_cover,temp_range,tomorrow_prcp,will_rain,yesterday_prcp,rain_3day,rain_7day
2009,11,2,0,Autumn,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.9,5.7,2.3,11.3,2.2,76,1019.0,-1.5,93,7.6,2.7,1,0.3,1.000000000000007,3.000000000000014
2009,11,3,0,Autumn,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.0,4.3,1.3,2.7,2.3,82,1024.9,-1.6,70,10.3,0.0,0,11.3,12.300000000000008,12.300000000000015
2009,11,4,0,Autumn,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.2,0.6,-3.4,0.0,3.2,64,1033.9,-9.6,92,8.8,1.6,1,2.7,14.300000000000008,15.000000000000014
2009,11,5,1,Autumn,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.4,4.7,1.3,1.6,2.1,65,1029.0,-4.5,81,6.1,0.1,1,0.0,14.000000000000007,15.000000000000014
2009,11,6,1,Autumn,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.1,2.5,-1.3,0.1,2.5,78,1030.4,-4.7,48,8.6,2.7,1,1.6,4.300000000000008,16.600000000000016
2009,11,0,0,Autumn,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-4.6,2.3,-0.7,2.7,2.3,73,1031.9,-5.0,95,6.9,10.3,1,0.1,1.7000000000000073,16.700000000000014
2009,12,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.7,5.1,2.0,10.3,1.8,75,1028.0,-2.0,69,6.8,2.8,1,2.7,4.4000000000000075,18.700000000000017
2009,12,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-9.3,-0.8,-5.0,2.8,2.3,87,1032.2,-6.9,71,8.5,0.0,0,10.3,13.100000000000009,28.700000000000017
2009,12,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.7,2.0,-1.1,0.0,2.0,58,1030.0,-8.6,97,7.7,2.0,1,2.8,15.800000000000008,20.200000000000017
2009,12,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.9,3.6,0.1,2.0,1.9,57,1021.2,-7.5,66,6.5,13.8,1,0.0,13.100000000000009,17.500000000000018
2009,12,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.2,2.2,0.0,13.8,1.8,70,1017.8,-4.8,80,4.4,8.4,1,2.0,4.800000000000007,19.500000000000018
2009,12,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.1,2.7,0.6,8.4,1.6,84,1023.3,-1.8,89,4.8,1.6,1,13.8,15.800000000000008,31.700000000000017
2009,12,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-9.3,-1.3,-3.9,1.6,2.3,80,1030.5,-7.0,57,8.0,0.0,0,8.4,24.20000000000001,40.00000000000002
2009,12,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-12.1,-3.2,-8.0,0.0,2.8,65,1032.0,-13.8,84,8.9,12.6,1,1.6,23.800000000000008,38.90000000000002
2009,12,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-3.2,1.0,-1.0,12.6,1.6,76,1024.2,-4.9,100,4.2,12.9,1,0.0,10.000000000000007,28.600000000000016
2009,12,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,1.5,4.9,2.8,12.9,2.3,80,1017.7,-0.4,80,3.4,2.3,1,12.6,14.200000000000006,38.40000000000001
2009,12,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.8,1.3,-1.1,2.3,1.8,78,1024.3,-4.6,67,4.1,8.2,1,12.9,25.500000000000007,51.30000000000001
2009,12,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.8,0.7,-1.0,8.2,1.9,77,1024.7,-4.5,98,3.5,2.6,1,2.3,27.800000000000008,51.600000000000016
2009,12,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-4.9,1.5,-0.5,2.6,2.0,80,1025.7,-3.7,56,6.4,0.1,1,8.2,23.400000000000006,46.000000000000014
2009,12,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-9.4,-2.4,-5.1,0.1,2.3,72,1032.6,-9.6,95,7.0,3.4,1,2.6,13.100000000000007,40.20000000000001
2009,12,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.6,1.6,-1.6,3.4,2.0,75,1030.3,-5.5,72,7.2,0.0,0,0.1,10.900000000000007,38.70000000000001
2009,12,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.1,-4.1,-6.9,0.0,2.8,67,1035.7,-12.2,89,6.0,0.0,0,3.4,6.1000000000000085,42.10000000000001
2009,12,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.8,-5.7,-8.0,0.0,2.6,58,1034.1,-14.9,16,5.1,0.0,0,0.0,3.500000000000009,29.500000000000018
2009,12,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.7,-8.3,-11.4,0.0,2.6,52,1036.3,-19.6,41,5.4,0.0,0,0.0,3.400000000000009,16.600000000000016
2009,12,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.4,-5.9,-9.6,0.0,2.9,43,1035.7,-19.8,70,7.5,3.6,1,0.0,0.0,14.300000000000013
2009,12,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.0,-1.8,-4.1,3.6,2.1,64,1032.9,-10.0,98,4.2,1.6,1,0.0,0.0,6.100000000000014
2009,12,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.7,-1.2,-3.3,1.6,2.3,76,1034.0,-7.0,78,4.5,0.0,0,3.6,3.600000000000009,7.100000000000014
2009,12,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-11.0,-5.2,-7.8,0.0,2.5,73,1036.5,-12.0,60,5.8,0.0,0,1.6,5.200000000000009,8.600000000000016
2009,12,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-12.4,-7.7,-10.0,0.0,2.8,60,1033.8,-16.3,4,4.7,0.0,0,0.0,5.200000000000009,5.200000000000014
2009,12,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-15.2,-10.0,-12.7,0.0,2.9,50,1036.1,-21.2,1,5.2,0.0,0,0.0,1.600000000000009,5.200000000000014
2009,12,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-14.9,-9.2,-12.7,0.0,2.9,33,1031.1,-25.8,20,5.7,0.0,0,0.0,0.0,5.200000000000014
2009,12,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.8,-8.0,-11.0,0.0,2.9,28,1028.7,-25.9,65,5.8,1.9,1,0.0,0.0,5.200000000000014
2009,12,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.4,-2.4,-5.2,1.9,2.3,51,1027.4,-14.1,99,6.0,1.1,1,0.0,0.0,5.200000000000014
2009,12,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.1,-0.8,-3.5,1.1,2.0,74,1028.2,-7.5,89,4.3,3.0,1,1.9,1.9000000000000088,3.500000000000014
2009,12,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-3.7,0.1,-2.1,3.0,2.0,71,1026.3,-6.7,92,3.8,0.3,1,1.1,3.000000000000009,3.000000000000014
2009,12,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.9,-1.7,-4.0,0.3,2.3,67,1030.4,-9.4,45,5.2,0.0,0,3.0,6.000000000000009,6.000000000000014
2009,12,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.7,-6.0,-9.0,0.0,3.1,55,1032.4,-16.7,58,7.7,0.0,0,0.3,4.400000000000008,6.300000000000014
2010,1,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.8,-4.6,-8.2,0.0,2.6,37,1028.3,-20.3,6,6.2,0.0,0,0.0,3.3000000000000087,6.300000000000014
2010,1,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.0,-4.1,-7.6,0.0,2.6,31,1027.2,-21.8,40,5.9,1.1,1,0.0,0.30000000000000887,6.300000000000014
2010,1,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-7.3,-0.3,-3.5,1.1,2.6,46,1024.2,-14.1,94,7.0,0.0,0,0.0,0.0,6.300000000000014
2010,1,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-14.2,-3.9,-7.1,0.0,2.8,68,1031.9,-12.1,25,10.3,0.0,0,1.1,1.100000000000009,5.500000000000015
2010,1,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-12.2,-2.3,-7.7,0.0,2.6,54,1027.7,-15.5,9,9.9,0.0,0,0.0,1.100000000000009,4.400000000000015
2010,1,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-12.8,-2.9,-8.2,0.0,3.1,47,1028.7,-17.8,46,9.9,0.0,0,0.0,1.100000000000009,1.4000000000000143
2010,1,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.5,-1.3,-5.5,0.0,2.4,36,1024.0,-18.1,30,7.2,0.0,0,0.0,0.0,1.1000000000000143
2010,1,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.9,0.5,-3.2,0.0,2.3,44,1025.1,-13.7,61,6.4,1.7,1,0.0,0.0,1.1000000000000143
2010,1,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-4.8,1.1,-2.4,1.7,1.9,57,1026.8,-9.9,84,5.9,0.0,0,0.0,0.0,1.1000000000000143
2010,1,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.5,-0.3,-4.8,0.0,2.8,72,1028.7,-9.2,34,10.2,0.0,0,1.7,1.7000000000000088,2.800000000000014
2010,1,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.4,-2.3,-7.9,0.0,2.9,62,1033.8,-14.2,49,11.1,0.0,0,0.0,1.7000000000000088,1.7000000000000142
2010,1,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.6,-3.7,-8.9,0.0,2.8,54,1033.5,-16.7,31,9.9,0.0,0,0.0,1.7000000000000088,1.7000000000000142
2010,1,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-11.5,-3.1,-7.8,0.0,2.9,41,1028.7,-18.8,8,8.4,0.0,0,0.0,0.0,1.7000000000000142
2010,1,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-11.0,-1.8,-7.1,0.0,2.6,33,1031.8,-20.8,26,9.2,0.0,0,0.0,0.0,1.7000000000000142
2010,1,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.4,0.4,-4.4,0.0,2.4,35,1033.3,-17.7,63,8.8,0.0,0,0.0,0.0,1.7000000000000142
2010,1,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-4.8,2.0,-2.1,0.0,2.1,44,1033.6,-12.7,82,6.8,4.5,1,0.0,0.0,1.7000000000000142
2010,1,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.9,3.7,0.9,4.5,1.6,70,1031.2,-4.1,90,4.6,4.7,1,0.0,0.0,0.0
2010,1,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.1,5.1,2.0,4.7,1.6,72,1027.5,-2.6,85,5.2,1.3,1,4.5,4.500000000000009,4.500000000000014
2010,1,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.7,4.5,1.0,1.3,1.6,75,1026.1,-3.0,69,6.2,2.0,1,4.7,9.20000000000001,9.200000000000014
2010,1,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-7.1,0.9,-1.7,2.0,2.1,81,1032.6,-4.6,90,8.0,0.8,1,1.3,10.500000000000009,10.500000000000014
2010,1,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-7.0,2.0,-1.0,0.8,2.0,77,1032.3,-4.7,66,9.0,2.6,1,2.0,8.000000000000009,12.500000000000014
2010,1,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.1,0.3,-2.6,2.6,2.5,68,1031.3,-7.7,98,6.4,1.3,1,0.8,4.1000000000000085,13.300000000000015
2010,1,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.5,2.9,-0.1,1.3,2.0,77,1027.9,-3.7,89,4.4,4.8,1,2.6,5.400000000000009,15.900000000000015
2010,1,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.9,2.7,0.5,4.8,2.0,73,1026.9,-3.8,99,4.6,3.3,1,1.3,4.700000000000009,17.200000000000014
2010,1,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.6,4.1,1.1,3.3,1.8,76,1027.8,-2.7,80,5.7,1.4,1,4.8,8.70000000000001,17.500000000000014
2010,1,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.6,-0.5,-2.7,1.4,2.3,77,1032.9,-6.3,94,6.1,6.4,1,3.3,9.40000000000001,16.100000000000016
2010,1,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.4,3.1,0.9,6.4,1.5,81,1027.7,-2.1,99,4.5,10.3,1,1.4,9.500000000000007,16.200000000000014
2010,1,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.6,3.1,1.3,10.3,1.5,85,1023.7,-1.0,100,4.7,9.5,1,6.4,11.100000000000009,20.600000000000016
2010,1,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.7,4.0,1.8,9.5,1.3,78,1019.6,-1.6,91,4.7,0.0,0,10.3,18.10000000000001,30.100000000000016
2010,1,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.5,0.4,-3.0,0.0,2.3,80,1032.2,-6.2,70,8.9,2.6,1,9.5,26.20000000000001,37.000000000000014
2010,1,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.7,-0.8,-3.2,2.6,2.3,69,1030.8,-8.1,97,5.9,2.4,1,0.0,19.800000000000008,35.70000000000002
2010,2,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.4,1.2,-2.1,2.4,1.8,76,1027.0,-5.8,73,7.6,0.0,0,2.6,12.100000000000007,33.500000000000014
2010,2,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.8,-1.8,-5.2,0.0,2.0,74,1030.8,-9.2,70,7.0,0.0,0,2.4,5.000000000000007,32.600000000000016
2010,2,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-9.7,-3.5,-6.8,0.0,2.3,65,1031.7,-12.5,62,6.2,0.0,0,0.0,5.000000000000007,31.200000000000017
2010,2,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-9.0,-2.9,-6.4,0.0,2.3,67,1032.4,-11.4,78,6.1,4.5,1,0.0,2.400000000000007,24.80000000000002
2010,2,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-7.0,-1.3,-4.0,4.5,2.3,71,1030.2,-8.5,100,5.7,12.4,1,0.0,0.0,14.500000000000014
2010,2,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.7,2.8,0.6,12.4,1.8,82,1022.5,-2.1,98,4.5,20.4,1,4.5,4.500000000000007,9.500000000000014
2010,2,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,1.3,3.8,2.6,20.4,2.4,86,1016.4,0.5,100,2.5,33.4,1,12.4,16.900000000000006,21.900000000000013
2010,2,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,3.2,4.5,3.7,33.4,2.9,89,1002.1,2.0,100,1.3,13.7,1,20.4,37.300000000000004,39.70000000000001
2010,2,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,0.1,3.3,2.1,13.7,2.6,79,1004.4,-1.2,85,3.2,1.3,1,33.4,66.2,70.70000000000002
2010,2,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.0,0.5,-0.7,1.3,1.9,78,1024.8,-4.1,81,2.5,5.6,1,13.7,67.5,84.4
2010,2,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-3.4,0.5,-1.3,5.6,1.5,80,1028.3,-4.3,98,3.9,8.4,1,1.3,48.400000000000006,85.7
2010,2,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.8,2.9,0.7,8.4,3.0,79,1021.4,-2.5,90,3.7,5.6,1,5.6,20.600000000000005,91.30000000000001
2010,2,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.0,2.7,0.7,5.6,2.4,75,1021.8,-3.2,93,3.7,8.6,1,8.4,15.300000000000008,95.20000000000002
2010,2,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.8,2.0,0.0,8.6,2.2,74,1017.2,-4.1,95,3.8,12.4,1,5.6,19.60000000000001,88.4
2010,2,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.4,1.4,-0.3,12.4,1.1,74,1016.8,-4.4,100,2.8,4.1,1,8.6,22.60000000000001,76.60000000000001
2010,2,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-4.4,1.5,-0.8,4.1,1.8,65,1025.5,-6.7,67,5.9,0.0,0,12.4,26.60000000000001,55.600000000000016
2010,2,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.3,-5.0,-7.4,0.0,2.8,67,1036.3,-12.8,23,5.3,0.0,0,4.1,25.100000000000005,46.000000000000014
2010,2,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.2,-4.0,-7.5,0.0,2.4,42,1031.0,-18.2,40,6.2,0.0,0,0.0,16.500000000000007,44.70000000000002
2010,2,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-9.8,-2.5,-6.7,0.0,2.6,39,1029.1,-18.4,38,7.3,1.2,1,0.0,4.100000000000007,39.10000000000001
2010,2,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-13.0,-0.6,-6.0,1.2,2.6,52,1029.8,-14.3,80,12.4,0.9,1,0.0,0.0,30.700000000000014
2010,2,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.0,0.2,-2.5,0.9,2.3,71,1032.1,-7.1,92,6.2,6.4,1,1.2,1.200000000000007,26.300000000000015
2010,2,0,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.7,4.3,1.4,6.4,1.8,68,1024.7,-3.8,97,5.0,2.1,1,0.9,2.100000000000007,18.600000000000016
2010,2,1,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.2,5.8,1.9,2.1,1.8,75,1020.0,-2.1,79,8.0,4.9,1,6.4,8.500000000000007,12.600000000000014
2010,2,2,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.2,5.7,3.0,4.9,1.5,79,1018.9,-0.5,98,5.9,14.6,1,2.1,9.400000000000007,10.600000000000014
2010,2,3,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,1.5,5.5,3.5,14.6,1.1,85,1019.8,1.1,99,4.0,12.8,1,4.9,13.400000000000007,15.500000000000014
2010,2,4,0,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,2.0,5.7,4.1,12.8,1.9,89,1018.2,2.5,99,3.7,10.4,1,14.6,21.60000000000001,30.100000000000016
2010,2,5,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,3.3,7.1,5.0,10.4,1.8,83,1019.3,2.2,91,3.8,12.0,1,12.8,32.300000000000004,42.90000000000001
2010,2,6,1,Winter,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,4.0,7.6,5.6,12.0,1.6,83,1016.8,2.9,96,3.6,20.8,1,10.4,37.80000000000001,52.10000000000001
2010,3,0,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,3.8,7.1,5.2,20.8,2.6,81,1013.9,2.1,95,3.3,1.2,1,12.0,35.2,63.20000000000002
2010,3,1,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,1.7,6.3,3.9,1.2,1.8,72,1024.3,-0.8,76,4.6,6.0,1,20.8,43.20000000000001,77.60000000000002
2010,3,2,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.9,3.6,1.4,6.0,2.1,80,1021.2,-1.7,99,5.5,9.9,1,1.2,34.000000000000014,76.70000000000002
2010,3,3,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,2.0,6.9,3.9,9.9,1.5,79,1012.9,0.5,71,4.9,4.1,1,6.0,28.000000000000007,77.80000000000001
2010,3,4,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-3.6,5.0,0.8,4.1,2.4,75,1021.7,-3.2,47,8.6,0.0,0,9.9,17.10000000000001,73.10000000000002
2010,3,5,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-8.9,2.5,-2.3,0.0,2.6,77,1025.2,-6.0,93,11.4,0.0,0,4.1,20.000000000000007,64.40000000000002
2010,3,6,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.1,1.3,-2.2,0.0,2.6,80,1027.0,-5.3,56,7.4,0.0,0,0.0,14.000000000000009,54.000000000000014
2010,3,0,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-10.2,-0.6,-6.0,0.0,2.8,77,1031.7,-9.4,38,9.6,0.0,0,0.0,4.100000000000007,42.000000000000014
2010,3,1,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-7.5,3.8,-2.2,0.0,2.3,55,1030.3,-10.2,41,11.3,0.0,0,0.0,0.0,21.200000000000017
2010,3,2,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.7,3.4,-1.7,0.0,2.6,44,1030.3,-12.7,25,9.1,0.0,0,0.0,0.0,20.000000000000014
2010,3,3,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-5.4,4.4,-0.9,0.0,2.6,39,1029.2,-13.2,51,9.8,0.0,0,0.0,0.0,14.000000000000016
2010,3,4,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.5,8.2,3.4,0.0,2.1,50,1027.2,-6.2,84,8.7,0.0,0,0.0,0.0,4.100000000000014
2010,3,5,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-2.3,5.8,1.8,0.0,2.3,74,1026.7,-2.4,41,8.1,0.0,0,0.0,0.0,0.0
2010,3,6,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-4.2,4.8,0.4,0.0,2.8,77,1027.5,-3.3,47,9.0,0.0,0,0.0,0.0,0.0
2010,3,0,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-6.0,7.1,0.7,0.0,3.1,62,1027.7,-5.9,34,13.1,0.0,0,0.0,0.0,0.0
2010,3,1,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.7,9.0,2.8,0.0,2.6,57,1028.4,-5.0,4,10.7,0.0,0,0.0,0.0,0.0
2010,3,2,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-1.4,9.7,3.4,0.0,2.6,57,1030.3,-4.4,11,11.1,0.0,0,0.0,0.0,0.0
2010,3,3,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.5,10.3,4.2,0.0,2.6,55,1032.0,-4.0,23,10.8,0.0,0,0.0,0.0,0.0
2010,3,4,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,0.8,10.4,5.2,0.0,2.6,54,1029.5,-3.5,38,9.6,0.0,0,0.0,0.0,0.0
2010,3,5,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,2.2,12.4,7.2,0.0,2.4,49,1023.7,-2.9,91,10.2,2.3,1,0.0,0.0,0.0
2010,3,6,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,7.0,13.3,10.1,2.3,1.6,58,1020.1,2.0,94,6.3,13.7,1,0.0,0.0,0.0
2010,3,0,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,7.7,12.0,10.1,13.7,2.3,78,1014.4,6.4,94,4.3,21.3,1,2.3,2.300000000000007,2.300000000000014
2010,3,1,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,8.3,11.3,9.7,21.3,2.4,82,1012.3,6.8,65,3.0,7.5,1,13.7,16.000000000000007,16.000000000000014
2010,3,2,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,4.1,11.5,8.7,7.5,1.8,76,1019.9,4.7,40,7.4,0.0,0,21.3,37.30000000000001,37.30000000000001
2010,3,3,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,0.1,11.1,5.6,0.0,2.5,71,1024.3,0.1,80,11.0,4.3,1,7.5,42.500000000000014,44.80000000000001
2010,3,4,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,2.1,11.1,7.1,4.3,2.6,70,1020.4,1.9,90,9.0,4.9,1,0.0,28.800000000000008,44.80000000000001
2010,3,5,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,5.5,10.5,8.2,4.9,1.6,75,1023.0,3.9,61,5.0,8.1,1,4.3,11.800000000000008,49.100000000000016
2010,3,6,1,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,4.1,11.6,8.2,8.1,1.6,72,1022.2,3.5,72,7.5,11.2,1,4.9,9.200000000000006,54.000000000000014
2010,3,0,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,5.6,9.7,8.0,11.2,1.6,77,1019.9,4.2,89,4.1,24.9,1,8.1,17.300000000000008,59.80000000000002
2010,3,1,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,7.7,10.8,9.0,24.9,1.9,81,1015.8,5.8,92,3.1,1.4,1,11.2,24.200000000000006,57.30000000000001
2010,3,2,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,4.7,9.9,7.7,1.4,1.8,81,1019.1,4.5,55,5.2,0.2,1,24.9,44.2,60.90000000000002
2010,4,3,0,Spring,Gilgit,Gilgit-Baltistan,35.9221,74.3087,1500,-0.5,8.0,3.7,0.2,2.5,73,1023.0,-0.9,62,8.5,0.6,1,1.4,37.50000000000001,54.80000000000002
